answer_by,ques,views,vote,weblink
Nicolas Gervais,tensorflow:Your input ran out of data,"Viewed 52,171 times",34,https://stackoverflow.com/questions/59864408/tensorflowyour-input-ran-out-of-data
Tobias Hermann,keras vs. tensorflow.python.keras - which one to use?,"Viewed 6,953 times",34,https://stackoverflow.com/questions/48893528/keras-vs-tensorflow-python-keras-which-one-to-use
Justin Eyster,"Tensorflow: loss decreasing, but accuracy stable","Viewed 39,628 times",34,https://stackoverflow.com/questions/43499199/tensorflow-loss-decreasing-but-accuracy-stable
trianta2,keras BatchNormalization axis clarification,"Viewed 17,253 times",34,https://stackoverflow.com/questions/47538391/keras-batchnormalization-axis-clarification
DanielSon,Why does Keras LSTM batch size used for prediction have to be the same as fitting batch size?,"Viewed 30,840 times",34,https://stackoverflow.com/questions/43702481/why-does-keras-lstm-batch-size-used-for-prediction-have-to-be-the-same-as-fittin
kmario23,TensorFlow: Max of a tensor along an axis,"Viewed 65,234 times",34,https://stackoverflow.com/questions/34987509/tensorflow-max-of-a-tensor-along-an-axis
Peter Mortensen,What is the difference between Luong attention and Bahdanau attention?,"Viewed 31,872 times",34,https://stackoverflow.com/questions/44238154/what-is-the-difference-between-luong-attention-and-bahdanau-attention
Shehan Dhaleesha,Using torch.nn.DataParallel with a custom CUDA extension,Viewed 912 times,35,https://stackoverflow.com/questions/51400618/using-torch-nn-dataparallel-with-a-custom-cuda-extension
Shai,A guide to convert_imageset.cpp,"Viewed 26,853 times",35,https://stackoverflow.com/questions/31427094/a-guide-to-convert-imageset-cpp
Marcin Możejko,how to implement custom metric in keras?,"Viewed 68,864 times",35,https://stackoverflow.com/questions/37657260/how-to-implement-custom-metric-in-keras
Artem Mavrin,Custom TensorFlow Keras optimizer,"Viewed 4,679 times",36,https://stackoverflow.com/questions/58772846/custom-tensorflow-keras-optimizer
Deniz Beker,Max pool layer vs Convolution with stride performance,"Viewed 16,789 times",36,https://stackoverflow.com/questions/44666390/max-pool-layer-vs-convolution-with-stride-performance
rodrigo-silveira,Data augmentation in test/validation set?,"Viewed 23,761 times",36,https://stackoverflow.com/questions/48029542/data-augmentation-in-test-validation-set
Marco Cerliani,"ValueError: Layer sequential_20 expects 1 inputs, but it received 2 input tensors","Viewed 37,355 times",36,https://stackoverflow.com/questions/61586981/valueerror-layer-sequential-20-expects-1-inputs-but-it-received-2-input-tensor
charlesreid1,How to work with multiple inputs for LSTM in Keras?,"Viewed 44,978 times",37,https://stackoverflow.com/questions/42532386/how-to-work-with-multiple-inputs-for-lstm-in-keras
Shai,Finding gradient of a Caffe conv-filter with regards to input,"Viewed 7,157 times",37,https://stackoverflow.com/questions/31324739/finding-gradient-of-a-caffe-conv-filter-with-regards-to-input
sunside,"Adam optimizer goes haywire after 200k batches, training loss grows","Viewed 12,620 times",37,https://stackoverflow.com/questions/42327543/adam-optimizer-goes-haywire-after-200k-batches-training-loss-grows
XXD,What is Adaptive average pooling and How does it work?,"Viewed 20,853 times",37,https://stackoverflow.com/questions/58692476/what-is-adaptive-average-pooling-and-how-does-it-work
Shai,What is `lr_policy` in Caffe?,"Viewed 33,914 times",37,https://stackoverflow.com/questions/30033096/what-is-lr-policy-in-caffe
Cœur,Update TensorFlow,"Viewed 175,834 times",37,https://stackoverflow.com/questions/42574476/update-tensorflow
Shai,Unsupervised pre-training for convolutional neural network in theano,"Viewed 10,434 times",38,https://stackoverflow.com/questions/24752655/unsupervised-pre-training-for-convolutional-neural-network-in-theano
Thomas K,TensorFlow 'module' object has no attribute 'global_variables_initializer',"Viewed 30,918 times",38,https://stackoverflow.com/questions/40511562/tensorflow-module-object-has-no-attribute-global-variables-initializer
desertnaut,How to calculate optimal batch size,"Viewed 50,365 times",38,https://stackoverflow.com/questions/46654424/how-to-calculate-optimal-batch-size
Edamame,TensorFlow: questions regarding tf.argmax() and tf.equal(),"Viewed 51,308 times",38,https://stackoverflow.com/questions/41708572/tensorflow-questions-regarding-tf-argmax-and-tf-equal
Graham Slick,Keras: model.predict for a single image,"Viewed 57,524 times",38,https://stackoverflow.com/questions/43017017/keras-model-predict-for-a-single-image
Dvir Samuel,"ResNet: 100% accuracy during training, but 33% prediction accuracy with the same data","Viewed 18,897 times",39,https://stackoverflow.com/questions/47157526/resnet-100-accuracy-during-training-but-33-prediction-accuracy-with-the-same
Ioannis Nasios,"What is ""metrics"" in Keras?","Viewed 12,964 times",39,https://stackoverflow.com/questions/47302085/what-is-metrics-in-keras
Nitin,How to interpret increase in both loss and accuracy,"Viewed 27,198 times",39,https://stackoverflow.com/questions/40910857/how-to-interpret-increase-in-both-loss-and-accuracy
Olivier Moindrot,Implementing contrastive loss and triplet loss in Tensorflow,"Viewed 37,768 times",39,https://stackoverflow.com/questions/38260113/implementing-contrastive-loss-and-triplet-loss-in-tensorflow
Nicolas Gervais,How to understand loss acc val_loss val_acc in Keras model fitting,"Viewed 51,079 times",40,https://stackoverflow.com/questions/47299624/how-to-understand-loss-acc-val-loss-val-acc-in-keras-model-fitting
benbo,Pytorch. How does pin_memory work in Dataloader?,"Viewed 27,952 times",40,https://stackoverflow.com/questions/55563376/pytorch-how-does-pin-memory-work-in-dataloader
sygi,looking for source code of from gen_nn_ops in tensorflow,"Viewed 13,410 times",40,https://stackoverflow.com/questions/41147734/looking-for-source-code-of-from-gen-nn-ops-in-tensorflow
Hooked,Hyperparameter optimization for Pytorch model [closed],"Viewed 32,322 times",40,https://stackoverflow.com/questions/44260217/hyperparameter-optimization-for-pytorch-model
Toke Faurby,Keras: How to get layer shapes in a Sequential model,"Viewed 71,176 times",40,https://stackoverflow.com/questions/43743593/keras-how-to-get-layer-shapes-in-a-sequential-model
julianfperez,How to understand the term `tensor` in TensorFlow?,"Viewed 20,146 times",40,https://stackoverflow.com/questions/37849322/how-to-understand-the-term-tensor-in-tensorflow
naiveai,Can anyone give a real life example of supervised learning and unsupervised learning? [closed],"Viewed 97,241 times",40,https://stackoverflow.com/questions/26182980/can-anyone-give-a-real-life-example-of-supervised-learning-and-unsupervised-lear
nbro,What is the definition of a non-trainable parameter?,"Viewed 32,681 times",40,https://stackoverflow.com/questions/47312219/what-is-the-definition-of-a-non-trainable-parameter
denfromufa,"How does keras define ""accuracy"" and ""loss""?","Viewed 40,861 times",41,https://stackoverflow.com/questions/41531695/how-does-keras-define-accuracy-and-loss
GoingMyWay,How to apply Drop Out in Tensorflow to improve the accuracy of neural network?,"Viewed 58,988 times",41,https://stackoverflow.com/questions/40879504/how-to-apply-drop-out-in-tensorflow-to-improve-the-accuracy-of-neural-network
talonmies,"MemoryError in TensorFlow; and ""successful NUMA node read from SysFS had negative value (-1)"" with xen","Viewed 51,052 times",41,https://stackoverflow.com/questions/44232898/memoryerror-in-tensorflow-and-successful-numa-node-read-from-sysfs-had-negativ
Community,Tensorflow serving No versions of servable &lt;MODEL&gt; found under base path,"Viewed 15,720 times",41,https://stackoverflow.com/questions/45544928/tensorflow-serving-no-versions-of-servable-model-found-under-base-path
Community,Why rotation-invariant neural networks are not used in winners of the popular competitions?,"Viewed 22,482 times",42,https://stackoverflow.com/questions/41069903/why-rotation-invariant-neural-networks-are-not-used-in-winners-of-the-popular-co
jdhao,Why should we use Temperature in softmax? [closed],"Viewed 28,430 times",42,https://stackoverflow.com/questions/58764619/why-should-we-use-temperature-in-softmax
Maxim,How to understand SpatialDropout1D and when to use it?,"Viewed 19,098 times",42,https://stackoverflow.com/questions/50393666/how-to-understand-spatialdropout1d-and-when-to-use-it
Nicolas Gervais,what is the difference between Flatten() and GlobalAveragePooling2D() in keras,"Viewed 33,868 times",42,https://stackoverflow.com/questions/49295311/what-is-the-difference-between-flatten-and-globalaveragepooling2d-in-keras
Tautvydas,LSTM Autoencoder,"Viewed 26,388 times",43,https://stackoverflow.com/questions/44647258/lstm-autoencoder
nbro,How to calculate prediction uncertainty using Keras?,"Viewed 15,204 times",43,https://stackoverflow.com/questions/43529931/how-to-calculate-prediction-uncertainty-using-keras
Amir,Why input is scaled in tf.nn.dropout in tensorflow?,"Viewed 14,782 times",43,https://stackoverflow.com/questions/34597316/why-input-is-scaled-in-tf-nn-dropout-in-tensorflow
Nicolas Gervais,Multiple outputs in Keras,"Viewed 52,698 times",43,https://stackoverflow.com/questions/44036971/multiple-outputs-in-keras
Hooben,Can Keras deal with input images with different size?,"Viewed 31,997 times",44,https://stackoverflow.com/questions/39814777/can-keras-deal-with-input-images-with-different-size
nbro,How do I get the weights of a layer in Keras?,"Viewed 94,782 times",44,https://stackoverflow.com/questions/43715047/how-do-i-get-the-weights-of-a-layer-in-keras
SiHa,"TensorFlow ValueError: Cannot feed value of shape (64, 64, 3) for Tensor u'Placeholder:0', which has shape '(?, 64, 64, 3)'","Viewed 116,197 times",45,https://stackoverflow.com/questions/40430186/tensorflow-valueerror-cannot-feed-value-of-shape-64-64-3-for-tensor-uplace
vgoklani,Keras - stateful vs stateless LSTMs,"Viewed 14,583 times",45,https://stackoverflow.com/questions/39681046/keras-stateful-vs-stateless-lstms
kmario23,How to get the dimensions of a tensor (in TensorFlow) at graph construction time?,"Viewed 141,849 times",45,https://stackoverflow.com/questions/36966316/how-to-get-the-dimensions-of-a-tensor-in-tensorflow-at-graph-construction-time
Berriel,"Pytorch - RuntimeError: Trying to backward through the graph a second time, but the buffers have already been freed","Viewed 47,626 times",46,https://stackoverflow.com/questions/48274929/pytorch-runtimeerror-trying-to-backward-through-the-graph-a-second-time-but
nbro,What is the use of train_on_batch() in keras?,"Viewed 53,012 times",46,https://stackoverflow.com/questions/49100556/what-is-the-use-of-train-on-batch-in-keras
Maxim,What is the difference between an Embedding Layer and a Dense Layer?,"Viewed 13,290 times",46,https://stackoverflow.com/questions/47868265/what-is-the-difference-between-an-embedding-layer-and-a-dense-layer
Koffiman,What does Keras.io.preprocessing.sequence.pad_sequences do?,"Viewed 43,421 times",48,https://stackoverflow.com/questions/42943291/what-does-keras-io-preprocessing-sequence-pad-sequences-do
kmario23,"PyTorch memory model: ""torch.from_numpy()"" vs ""torch.Tensor()""","Viewed 51,315 times",49,https://stackoverflow.com/questions/48482787/pytorch-memory-model-torch-from-numpy-vs-torch-tensor
nbro,What is the difference between Keras model.evaluate() and model.predict()?,"Viewed 48,010 times",49,https://stackoverflow.com/questions/44476706/what-is-the-difference-between-keras-model-evaluate-and-model-predict
Charlie Parker,How to get mini-batches in pytorch in a clean and efficient way?,"Viewed 75,701 times",51,https://stackoverflow.com/questions/45113245/how-to-get-mini-batches-in-pytorch-in-a-clean-and-efficient-way
Jeffrey Benjamin Brown,What is a batch in TensorFlow?,"Viewed 52,962 times",53,https://stackoverflow.com/questions/41175401/what-is-a-batch-in-tensorflow
Nicolas Gervais,Custom loss function in Keras,"Viewed 62,370 times",53,https://stackoverflow.com/questions/43818584/custom-loss-function-in-keras
Guillaume Chevalier,CBOW v.s. skip-gram: why invert context and target words?,"Viewed 39,853 times",53,https://stackoverflow.com/questions/38287772/cbow-v-s-skip-gram-why-invert-context-and-target-words
nbro,What is the purpose of tf.global_variables_initializer?,"Viewed 36,265 times",54,https://stackoverflow.com/questions/44433438/what-is-the-purpose-of-tf-global-variables-initializer
Wasi Ahmad,Why do we need to explicitly call zero_grad()? [duplicate],"Viewed 17,836 times",54,https://stackoverflow.com/questions/44732217/why-do-we-need-to-explicitly-call-zero-grad
spacer.34,What is a multi-headed model? And what exactly is a 'head' in a model?,"Viewed 19,590 times",54,https://stackoverflow.com/questions/56004483/what-is-a-multi-headed-model-and-what-exactly-is-a-head-in-a-model
iacob,Evaluating pytorch models: `with torch.no_grad` vs `model.eval()`,"Viewed 17,927 times",56,https://stackoverflow.com/questions/55627780/evaluating-pytorch-models-with-torch-no-grad-vs-model-eval
jorijnsmit,Saving best model in keras,"Viewed 73,638 times",57,https://stackoverflow.com/questions/48285129/saving-best-model-in-keras
patapouf_ai,How to make a custom activation function with only Python in Tensorflow?,"Viewed 28,366 times",58,https://stackoverflow.com/questions/39921607/how-to-make-a-custom-activation-function-with-only-python-in-tensorflow
nbro,How to append data to one specific dataset in a hdf5 file with h5py,"Viewed 51,297 times",59,https://stackoverflow.com/questions/47072859/how-to-append-data-to-one-specific-dataset-in-a-hdf5-file-with-h5py
jef,How to use return_sequences option and TimeDistributed layer in Keras?,"Viewed 29,377 times",60,https://stackoverflow.com/questions/42755820/how-to-use-return-sequences-option-and-timedistributed-layer-in-keras
Tong Shen,How to set layer-wise learning rate in Tensorflow?,"Viewed 31,682 times",60,https://stackoverflow.com/questions/34945554/how-to-set-layer-wise-learning-rate-in-tensorflow
Mateen Ulhaq,Pytorch: nn.Dropout vs. F.dropout,"Viewed 84,897 times",61,https://stackoverflow.com/questions/53419474/pytorch-nn-dropout-vs-f-dropout
nbro,"Keras ValueError: Input 0 is incompatible with layer conv2d_1: expected ndim=4, found ndim=5","Viewed 129,621 times",62,https://stackoverflow.com/questions/47665391/keras-valueerror-input-0-is-incompatible-with-layer-conv2d-1-expected-ndim-4
Marcin Możejko,Keras Text Preprocessing - Saving Tokenizer object to file for scoring,"Viewed 41,839 times",63,https://stackoverflow.com/questions/45735070/keras-text-preprocessing-saving-tokenizer-object-to-file-for-scoring
manv,Unbalanced data and weighted cross entropy,"Viewed 62,262 times",64,https://stackoverflow.com/questions/44560549/unbalanced-data-and-weighted-cross-entropy
nbro,2-D convolution as a matrix-matrix multiplication [closed],"Viewed 63,156 times",64,https://stackoverflow.com/questions/16798888/2-d-convolution-as-a-matrix-matrix-multiplication
o12d10,How to find Number of parameters of a keras model?,"Viewed 33,521 times",64,https://stackoverflow.com/questions/35792278/how-to-find-number-of-parameters-of-a-keras-model
daniel451,OpenCL / AMD: Deep Learning [closed],"Viewed 27,699 times",65,https://stackoverflow.com/questions/30622805/opencl-amd-deep-learning
Linus Unnebäck,Dimension of shape in conv1D,"Viewed 55,994 times",67,https://stackoverflow.com/questions/43396572/dimension-of-shape-in-conv1d
Maksim Khaitovich,"TensorFlow - regularization with L2 loss, how to apply to all weights, not just last one?","Viewed 77,843 times",67,https://stackoverflow.com/questions/38286717/tensorflow-regularization-with-l2-loss-how-to-apply-to-all-weights-not-just
Mateen Ulhaq,Calculate the output size in convolution layer [closed],"Viewed 126,764 times",68,https://stackoverflow.com/questions/53580088/calculate-the-output-size-in-convolution-layer
nbro,How does keras handle multiple losses?,"Viewed 41,515 times",69,https://stackoverflow.com/questions/49404309/how-does-keras-handle-multiple-losses
Marcin Możejko,How to return history of validation loss in Keras,"Viewed 163,266 times",69,https://stackoverflow.com/questions/36952763/how-to-return-history-of-validation-loss-in-keras
Jcart,How can I use a pre-trained neural network with grayscale images?,"Viewed 70,708 times",69,https://stackoverflow.com/questions/51995977/how-can-i-use-a-pre-trained-neural-network-with-grayscale-images
Nicolas Gervais,Keras - Difference between categorical_accuracy and sparse_categorical_accuracy,"Viewed 52,549 times",69,https://stackoverflow.com/questions/44477489/keras-difference-between-categorical-accuracy-and-sparse-categorical-accuracy
MichaelJanz,Tensorflow: None of the MLIR optimization passes are enabled (registered 1),"Viewed 69,162 times",70,https://stackoverflow.com/questions/63886762/tensorflow-none-of-the-mlir-optimization-passes-are-enabled-registered-1
GeorgeOfTheRF,How to import keras from tf.keras in Tensorflow?,"Viewed 181,643 times",70,https://stackoverflow.com/questions/47262955/how-to-import-keras-from-tf-keras-in-tensorflow
Marco Cerliani,Keras model.summary() object to string,"Viewed 35,549 times",70,https://stackoverflow.com/questions/41665799/keras-model-summary-object-to-string
Tanmay,How should the learning rate change as the batch size change? [closed],"Viewed 35,013 times",71,https://stackoverflow.com/questions/53033556/how-should-the-learning-rate-change-as-the-batch-size-change
patapouf_ai,PyTorch: How to change the learning rate of an optimizer at any given moment (no LR schedule),"Viewed 63,723 times",71,https://stackoverflow.com/questions/48324152/pytorch-how-to-change-the-learning-rate-of-an-optimizer-at-any-given-moment-no
arun,"How does the ""number of workers"" parameter in PyTorch dataloader actually work?","Viewed 59,940 times",72,https://stackoverflow.com/questions/53998282/how-does-the-number-of-workers-parameter-in-pytorch-dataloader-actually-work
Vikalp Jain,How forward() method is used when it have more than one two input parameters in pytorch,"Viewed 4,937 times",5,https://stackoverflow.com/questions/60463821/how-forward-method-is-used-when-it-have-more-than-one-two-input-parameters-in
casper,Doing prediction with RNN on Sequential data in keras,Viewed 343 times,5,https://stackoverflow.com/questions/60463814/doing-prediction-with-rnn-on-sequential-data-in-keras
Jiaju Orange Yue,Difference between Conv3d vs Conv2d,"Viewed 10,457 times",5,https://stackoverflow.com/questions/53164733/difference-between-conv3d-vs-conv2d
xenteros,Understanding shapes of Keras layers,Viewed 321 times,5,https://stackoverflow.com/questions/58832191/understanding-shapes-of-keras-layers
Ioannis Nasios,Image Classification with TensorFlow and Keras,Viewed 635 times,5,https://stackoverflow.com/questions/51453964/image-classification-with-tensorflow-and-keras
jiwidi,How to create embeddedings for a column that is a list of categorical values,Viewed 683 times,5,https://stackoverflow.com/questions/56099266/how-to-create-embeddedings-for-a-column-that-is-a-list-of-categorical-values
Nihal,Tensorflow model saving and loading,"Viewed 6,106 times",5,https://stackoverflow.com/questions/51322381/tensorflow-model-saving-and-loading
Abin K Paul,Losses in NER training loop not decreasing in spacy,"Viewed 4,146 times",5,https://stackoverflow.com/questions/56082191/losses-in-ner-training-loop-not-decreasing-in-spacy
Ronan Boiteau,Pytorch RuntimeError: Invalid index in gather,"Viewed 3,173 times",5,https://stackoverflow.com/questions/54380830/pytorch-runtimeerror-invalid-index-in-gather
M.Innat,Loss: NaN in Keras while performing regression,"Viewed 9,177 times",5,https://stackoverflow.com/questions/53640858/loss-nan-in-keras-while-performing-regression
Scratch,How can I create a dummy model in Keras?,"Viewed 2,494 times",5,https://stackoverflow.com/questions/53558489/how-can-i-create-a-dummy-model-in-keras
MBT,PyTorch - shape of nn.Linear weights,"Viewed 1,962 times",5,https://stackoverflow.com/questions/53465608/pytorch-shape-of-nn-linear-weights
Zhenyu Wu,How to train a deep neural network (tensorflow) on EC2 Spark cluster?,Viewed 563 times,3,https://stackoverflow.com/questions/37951731/how-to-train-a-deep-neural-network-tensorflow-on-ec2-spark-cluster
Slayer0248,Deeplearning4j Neural net configuration,Viewed 211 times,3,https://stackoverflow.com/questions/37975478/deeplearning4j-neural-net-configuration
user3480922,AttributeError: 'module' object has no attribute 'add_arg_scope',"Viewed 1,358 times",3,https://stackoverflow.com/questions/38424041/attributeerror-module-object-has-no-attribute-add-arg-scope
Shai,Reading encoded image data from lmdb database in caffe,"Viewed 1,327 times",3,https://stackoverflow.com/questions/38896608/reading-encoded-image-data-from-lmdb-database-in-caffe
OmG,TensorFlow: LSTM on top of another LSTM,"Viewed 1,054 times",3,https://stackoverflow.com/questions/38922063/tensorflow-lstm-on-top-of-another-lstm
BiBi,Tensorflow: modify shape of placeholder when retrieving metagraph,"Viewed 1,516 times",3,https://stackoverflow.com/questions/39021912/tensorflow-modify-shape-of-placeholder-when-retrieving-metagraph
Shai,"fast-r-cnn: caffe.LayerParameter"" has no field named ""roi_pooling_param","Viewed 4,083 times",3,https://stackoverflow.com/questions/39099783/fast-r-cnn-caffe-layerparameter-has-no-field-named-roi-pooling-param
Economist_Ayahuasca,Tokenizing a corpus composed of articles into sentences Python,"Viewed 4,129 times",3,https://stackoverflow.com/questions/39275547/tokenizing-a-corpus-composed-of-articles-into-sentences-python
chron0x,Finding the right parameters for neural network for pong-game,Viewed 375 times,3,https://stackoverflow.com/questions/39371211/finding-the-right-parameters-for-neural-network-for-pong-game
zsdh,Is that possible to implement Dynamic RNN with Attention by TensorFlow?,"Viewed 2,321 times",3,https://stackoverflow.com/questions/39849254/is-that-possible-to-implement-dynamic-rnn-with-attention-by-tensorflow
oDATA,how to obtain heatmap or x y coordinates (bounding box) of classified picture in the inception model using tensorflow,"Viewed 2,329 times",3,https://stackoverflow.com/questions/40187685/how-to-obtain-heatmap-or-x-y-coordinates-bounding-box-of-classified-picture-in
batu,Compare deep learning framework between TensorFlow and PaddlePaddle,"Viewed 1,406 times",3,https://stackoverflow.com/questions/40586661/compare-deep-learning-framework-between-tensorflow-and-paddlepaddle
Trickery,Effect of Data Parallelism on Training Result,Viewed 235 times,3,https://stackoverflow.com/questions/40649882/effect-of-data-parallelism-on-training-result
Shai,caffe: 5D blobs pooling?,Viewed 437 times,3,https://stackoverflow.com/questions/40888514/caffe-5d-blobs-pooling
Glorfindel,How to implement metrics learning using siamese neural network in Tensorflow,"Viewed 1,475 times",3,https://stackoverflow.com/questions/41172500/how-to-implement-metrics-learning-using-siamese-neural-network-in-tensorflow
Jean Valjean,Neural networks and large data sets,Viewed 761 times,3,https://stackoverflow.com/questions/41235524/neural-networks-and-large-data-sets
Bhuvan S,Which Loss function &amp; Metrics is more suitable for multi-label classification? Binary or Categorical cross-entropy and Why?,Viewed 403 times,3,https://stackoverflow.com/questions/64641430/which-loss-function-metrics-is-more-suitable-for-multi-label-classification-b
Ashish Rao,IndexError: index_select(): Index is supposed to be a vector,"Viewed 2,889 times",3,https://stackoverflow.com/questions/64693739/indexerror-index-select-index-is-supposed-to-be-a-vector
rocksNwaves,How does the nn.Embedding module relate intuitively to the idea of an embedding in general?,Viewed 720 times,3,https://stackoverflow.com/questions/65169371/how-does-the-nn-embedding-module-relate-intuitively-to-the-idea-of-an-embedding
nim.py,Should a data batch be moved to CPU and converted (from torch Tensor) to a numpy array when doing evaluation w.r.t. a metric during the training?,Viewed 675 times,3,https://stackoverflow.com/questions/65179954/should-a-data-batch-be-moved-to-cpu-and-converted-from-torch-tensor-to-a-numpy
harry,How TVM is different from MLIR?,"Viewed 1,358 times",3,https://stackoverflow.com/questions/65288033/how-tvm-is-different-from-mlir
Marco Cerliani,How to get the loss for each epoch in custom batch training in Keras?,Viewed 883 times,3,https://stackoverflow.com/questions/65467299/how-to-get-the-loss-for-each-epoch-in-custom-batch-training-in-keras
Marc,Simple DQN to slow to train,Viewed 506 times,3,https://stackoverflow.com/questions/65555792/simple-dqn-to-slow-to-train
Andy_ye,"In Keras, after you train a stateful LSTM model, do you have to re-train the model as you predict values?",Viewed 262 times,3,https://stackoverflow.com/questions/66009779/in-keras-after-you-train-a-stateful-lstm-model-do-you-have-to-re-train-the-mod
Adarsh Wase,How to get x_train and y_train from ImageDataGenerator?,"Viewed 1,223 times",3,https://stackoverflow.com/questions/66011974/how-to-get-x-train-and-y-train-from-imagedatagenerator
Kristada673,"How to detect an object real time and track it automatically, instead of user having to draw a bounding box around the object to be tracked?","Viewed 2,051 times",3,https://stackoverflow.com/questions/66096223/how-to-detect-an-object-real-time-and-track-it-automatically-instead-of-user-ha
eLearner,Keras model gets worse when fine-tuning,Viewed 700 times,3,https://stackoverflow.com/questions/66460418/keras-model-gets-worse-when-fine-tuning
Ufuk Can Bicici,Proper way to input a scalar into a Tensorflow 2 model,Viewed 282 times,3,https://stackoverflow.com/questions/66546321/proper-way-to-input-a-scalar-into-a-tensorflow-2-model
J.Tmr,Why does my pytorch NN return a tensor of nan?,"Viewed 5,666 times",3,https://stackoverflow.com/questions/66625645/why-does-my-pytorch-nn-return-a-tensor-of-nan
Samir,Training the model of Shakespeare with GPU instead of TPU,Viewed 82 times,3,https://stackoverflow.com/questions/66804781/training-the-model-of-shakespeare-with-gpu-instead-of-tpu
Nicolas Gervais,AttributeError in torch_geometric.transforms,Viewed 769 times,3,https://stackoverflow.com/questions/67064190/attributeerror-in-torch-geometric-transforms
Alex Metsai,Is cudnn convolution workspace reusable?,Viewed 241 times,3,https://stackoverflow.com/questions/67108118/is-cudnn-convolution-workspace-reusable
prosti,pytorch - loss.backward() and optimizer.step() in eval mode with batch norm layers?,"Viewed 2,465 times",3,https://stackoverflow.com/questions/57323023/pytorch-loss-backward-and-optimizer-step-in-eval-mode-with-batch-norm-laye
bioran,predict exponential weighted average using a simple rnn,Viewed 407 times,3,https://stackoverflow.com/questions/57348091/predict-exponential-weighted-average-using-a-simple-rnn
Nagabhushan S N,How to restore tensorflow v1.1.0 saved model in v1.13.1,Viewed 543 times,3,https://stackoverflow.com/questions/57816305/how-to-restore-tensorflow-v1-1-0-saved-model-in-v1-13-1
Massifox,Diverging loss in Keras with custom loss,Viewed 347 times,3,https://stackoverflow.com/questions/58134030/diverging-loss-in-keras-with-custom-loss
ramin karimian,how to implement tree-lstm proposed in keras and how the tree structure is constructed?,Viewed 507 times,3,https://stackoverflow.com/questions/58251787/how-to-implement-tree-lstm-proposed-in-keras-and-how-the-tree-structure-is-const
Jim Green,How to find the extreme corner point in image ？,Viewed 605 times,3,https://stackoverflow.com/questions/58405171/how-to-find-the-extreme-corner-point-in-image
Kamen,What is best practice for which CNN fully-connected layers to keep when doing transfer-learning?,Viewed 396 times,3,https://stackoverflow.com/questions/58644114/what-is-best-practice-for-which-cnn-fully-connected-layers-to-keep-when-doing-tr
Inyoung Kim 김인영,Pytorch:Network not learning at all + Weights are too low,Viewed 463 times,3,https://stackoverflow.com/questions/58994627/pytorchnetwork-not-learning-at-all-weights-are-too-low
Tamás Szklenár,Why did I receive input error in a simple Keras Functional API?,Viewed 73 times,3,https://stackoverflow.com/questions/59142319/why-did-i-receive-input-error-in-a-simple-keras-functional-api
Netra Pd Neupane,How to unzip image folder in colab,Viewed 838 times,3,https://stackoverflow.com/questions/59408524/how-to-unzip-image-folder-in-colab
Soni Sol,GCP GPU is not detected in Keras,Viewed 650 times,3,https://stackoverflow.com/questions/59472583/gcp-gpu-is-not-detected-in-keras
Yorian,Mask RCNN training on custom dataset hangs,"Viewed 3,362 times",3,https://stackoverflow.com/questions/59541573/mask-rcnn-training-on-custom-dataset-hangs
Himanshu Poddar,Train EAST text detector on custom data,"Viewed 2,342 times",3,https://stackoverflow.com/questions/59710912/train-east-text-detector-on-custom-data
talonmies,"Unable to allocate GPU memory, when there is enough of cached memory",Viewed 447 times,3,https://stackoverflow.com/questions/59805901/unable-to-allocate-gpu-memory-when-there-is-enough-of-cached-memory
thushv89,"Trying to use previously trained tf.keras model as pretraining, but getting ""ValueError: Input 0 of layer dense_3 is incompatible with the laye",Viewed 151 times,3,https://stackoverflow.com/questions/59864710/trying-to-use-previously-trained-tf-keras-model-as-pretraining-but-getting-val
Timbus Calin,"How to calculate precision, recall in multiclass classification problem after each epoch during training?","Viewed 2,154 times",3,https://stackoverflow.com/questions/59917644/how-to-calculate-precision-recall-in-multiclass-classification-problem-after-ea
zimmerrol,Binary classifier in CNTK with C++,Viewed 223 times,3,https://stackoverflow.com/questions/46037553/binary-classifier-in-cntk-with-c
Cody Gray,Why the weight of CNN from keras is only one-dimensional?,Viewed 88 times,3,https://stackoverflow.com/questions/46056532/why-the-weight-of-cnn-from-keras-is-only-one-dimensional
Engineero,tensorflow size of convolution layers,Viewed 126 times,3,https://stackoverflow.com/questions/46182362/tensorflow-size-of-convolution-layers
petezurich,Unable to save weights while using pre-trained VGG16 model,"Viewed 1,684 times",3,https://stackoverflow.com/questions/46438247/unable-to-save-weights-while-using-pre-trained-vgg16-model
Uma Maheswara Rao Pinninti,Can we build word2vec model in a distributed way?,Viewed 861 times,3,https://stackoverflow.com/questions/46612949/can-we-build-word2vec-model-in-a-distributed-way
Avijit Dasgupta,Neural Network gets stuck,"Viewed 5,275 times",3,https://stackoverflow.com/questions/46661373/neural-network-gets-stuck
Engineero,Error running Deep-shopping model,Viewed 78 times,3,https://stackoverflow.com/questions/46794698/error-running-deep-shopping-model
姬鹏飞,Why the keras code get error messages when changing from Keras 1.2.2 to Keras 2.0.5,Viewed 310 times,3,https://stackoverflow.com/questions/46994409/why-the-keras-code-get-error-messages-when-changing-from-keras-1-2-2-to-keras-2
OmG,How to compute grads_and_vars with GradientDescentOptimizer,"Viewed 1,198 times",3,https://stackoverflow.com/questions/47307866/how-to-compute-grads-and-vars-with-gradientdescentoptimizer
